icmT,accX,accY,accZ,accT,gyrX,gyrY,gyrZ,gyrT,magX,magY,magZ,magT,accX_,accY_,accZ_,gyrX_,gyrY_,gyrZ_,magX_,magY_,magZ_,roll,pitch,yaw,roll_,pitch_,yaw_
0.000000,0.034180,-1.097168,-0.049316,0.000000,-42.541504,24.105072,16.902924,0.000000,86.849960,34.649963,-77.400009,0.000000,0.000000,0.000000,0.000000,-40.692787,23.057543,16.168377,0.715492,0.285455,-0.637641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,0.037109,-1.105957,-0.073242,1.000000,-44.067383,24.044037,17.330170,1.000000,86.849960,34.799957,-75.900009,1.000000,0.000000,0.000000,0.000000,-38.538719,20.951584,15.141257,0.716673,0.286198,-0.635980,3.430164,-3.168139,1.068629,3.430164,-3.168139,1.068629
20.000000,0.036621,-1.103515,-0.066895,2.000000,-45.471191,24.593353,18.184662,2.000000,86.849960,34.799957,-75.900009,2.000000,0.000000,0.000000,0.000000,-36.305401,19.529337,14.552931,0.717837,0.286931,-0.634335,6.783351,-6.259159,2.119966,6.783351,-6.259159,2.119966
30.000000,0.042480,-1.121094,-0.062988,3.000000,-45.959473,24.471283,18.489838,3.000000,87.599960,33.599960,-77.550003,3.000000,0.032599,-0.997933,-0.055377,-33.249039,17.512009,13.434191,0.718665,0.286755,-0.633477,6.503903,-5.620049,3.152289,6.503903,-5.620049,3.152289
40.000000,0.036133,-1.124511,-0.061035,4.000000,-48.400879,23.799896,19.527435,4.000000,87.599960,33.299957,-75.900009,4.000000,0.033103,-0.997872,-0.056178,-32.195152,15.074583,13.060398,0.719384,0.285481,-0.633235,6.220456,-4.968875,4.157855,6.220456,-4.968875,4.157855
50.000000,0.033691,-1.109375,-0.079102,5.000000,-50.048828,23.616791,19.588470,5.000000,86.849960,33.299957,-75.900009,5.000000,0.033288,-0.997834,-0.056740,-30.350235,13.254498,11.734910,0.720236,0.283857,-0.632997,5.942293,-4.313929,5.141892,5.942293,-4.313929,5.141892
60.000000,0.033203,-1.104004,-0.072754,6.000000,-53.344727,23.921967,20.442963,6.000000,87.299957,31.349960,-75.450012,6.000000,0.033168,-0.997785,-0.057664,-30.123829,12.006139,11.236753,0.721212,0.282022,-0.632706,5.661184,-3.638721,6.109500,5.661184,-3.638721,6.109500
70.000000,0.013672,-1.091797,-0.094727,7.000000,-59.020996,24.166107,20.076752,7.000000,87.299957,32.549957,-74.100006,7.000000,0.032637,-0.997722,-0.059047,-32.079769,10.760169,9.570836,0.722458,0.279878,-0.632237,5.388679,-2.919802,7.060209,5.388679,-2.919802,7.060209
80.000000,0.023926,-1.052734,-0.104004,8.000000,-65.490723,25.081635,20.442963,8.000000,86.549957,32.549957,-74.100006,8.000000,0.031638,-0.997627,-0.061144,-34.507164,10.221688,8.710989,0.723933,0.277972,-0.631390,5.116892,-2.149452,8.000570,5.116892,-2.149452,8.000570
90.000000,0.045410,-1.034668,-0.129395,9.000000,-69.396973,26.790619,22.335052,9.000000,88.349960,29.849960,-74.100006,9.000000,0.030753,-0.997460,-0.064247,-34.145699,10.449341,9.350902,0.725592,0.276117,-0.630298,4.830990,-1.352665,8.938163,4.830990,-1.352665,8.938163
100.000000,0.035645,-1.036133,-0.162109,10.000000,-71.044922,30.452728,23.372650,10.000000,88.349960,32.849960,-72.300003,10.000000,0.030422,-0.997174,-0.068694,-31.525774,12.486401,9.083714,0.727677,0.274001,-0.628816,4.540267,-0.550556,9.891404,4.540267,-0.550556,9.891404
110.000000,0.048340,-1.060058,-0.177734,11.000000,-72.082520,35.396576,22.640228,11.000000,86.549957,32.849960,-72.300003,11.000000,0.030548,-0.996739,-0.074693,-28.425652,15.529117,7.111816,0.730023,0.272477,-0.626756,4.262696,0.252576,10.871854,4.262696,0.252576,10.871854
120.000000,0.022461,-1.052734,-0.175781,12.000000,-72.814941,39.974213,22.335052,12.000000,88.499954,31.049957,-72.300003,12.000000,0.030845,-0.996162,-0.081915,-25.189787,17.904150,5.689384,0.732338,0.271687,-0.624394,3.994030,1.055129,11.875177,3.994030,1.055129,11.875177
130.000000,0.017578,-1.069336,-0.185547,13.000000,-72.692871,42.598724,20.748138,13.000000,88.499954,30.899963,-72.900009,13.000000,0.030874,-0.995479,-0.089824,-21.316504,18.141344,3.140356,0.734713,0.270757,-0.622003,3.746346,1.849536,12.881727,3.746346,1.849536,12.881727
140.000000,0.027832,-1.061035,-0.173828,14.000000,-73.120117,43.575287,19.771576,14.000000,87.449966,30.899963,-72.900009,14.000000,0.030521,-0.994722,-0.097967,-18.217438,16.713486,1.380018,0.737006,0.269424,-0.619865,3.512806,2.641617,13.875559,3.512806,2.641617,13.875559
150.000000,0.013184,-1.078125,-0.176270,15.000000,-73.059082,43.453217,18.367767,15.000000,87.749954,29.699966,-71.400009,15.000000,0.029923,-0.993924,-0.105926,-14.845967,14.292982,-0.644543,0.739063,0.267804,-0.618116,3.297035,3.426429,14.846663,3.297035,3.426429,14.846663
160.000000,0.017090,-1.085937,-0.165527,16.000000,-72.387695,41.316986,17.757416,16.000000,87.599960,30.149963,-70.050003,16.000000,0.029055,-0.993128,-0.113372,-11.121224,10.097639,-1.735556,0.741162,0.265950,-0.616400,3.090586,4.197550,15.775658,3.090586,4.197550,15.775658
170.000000,0.023437,-1.068847,-0.158203,17.000000,-72.937012,38.387299,17.879486,17.000000,87.599960,29.549957,-70.200012,17.000000,0.028012,-0.992373,-0.120043,-8.838806,5.461869,-2.026655,0.743470,0.264048,-0.614436,2.885893,4.966328,16.655157,2.885893,4.966328,16.655157
180.000000,0.017578,-1.062988,-0.171875,18.000000,-74.157715,35.396576,17.513275,18.000000,87.449966,29.549957,-70.200012,18.000000,0.026958,-0.991674,-0.125917,-7.359259,1.141229,-2.752407,0.745825,0.262172,-0.612382,2.687688,5.738473,17.485409,2.687688,5.738473,17.485409
190.000000,-0.007812,-1.048340,-0.184082,19.000000,-76.538086,31.856537,18.001556,19.000000,88.499954,29.399963,-67.500000,19.000000,0.025788,-0.991005,-0.131315,-5.977700,-3.341809,-2.588694,0.748307,0.260380,-0.610114,2.487331,6.513375,18.261675,2.487331,6.513375,18.261675
200.000000,0.000488,-1.022949,-0.245117,20.000000,-78.674316,26.851654,17.879486,20.000000,90.449966,28.649963,-67.200012,20.000000,0.024308,-0.990278,-0.136961,-6.676033,-8.832238,-3.012945,0.751445,0.258636,-0.606991,2.290488,7.311603,18.969439,2.290488,7.311603,18.969439
210.000000,-0.007812,-1.036621,-0.255371,21.000000,-79.345703,27.034760,17.330170,21.000000,88.799957,26.999954,-67.350006,21.000000,0.022444,-0.989369,-0.143686,-4.779305,-8.859940,-3.798419,0.755357,0.256502,-0.603027,2.100834,8.108224,19.659483,2.100834,8.108224,19.659483
220.000000,0.005371,-1.031250,-0.259766,22.000000,-79.895020,26.485443,17.879486,22.000000,88.799957,26.699966,-65.700012,22.000000,0.020294,-0.988227,-0.151645,-2.909019,-9.552399,-3.451866,0.759626,0.253664,-0.598851,1.907127,8.903512,20.324337,1.907127,8.903512,20.324337
230.000000,0.007324,-1.018066,-0.272949,23.000000,-78.491211,25.936127,17.513275,23.000000,88.199966,26.699966,-65.700012,23.000000,0.018119,-0.986859,-0.160563,0.681489,-10.149885,-3.997476,0.763938,0.250375,-0.594736,1.718391,9.679478,20.964348,1.718391,9.679478,20.964348
240.000000,-0.010742,-1.033691,-0.275391,24.000000,-76.538086,25.753021,16.292572,24.000000,88.649963,25.949966,-65.100006,24.000000,0.015976,-0.985276,-0.170222,4.489586,-10.307920,-5.298949,0.768091,0.246954,-0.590805,1.542935,10.432001,21.583761,1.542935,10.432001,21.583761
250.000000,0.007812,-1.029297,-0.270508,25.000000,-74.523926,24.471283,14.034271,25.000000,88.649963,26.549957,-64.500000,25.000000,0.013804,-0.983522,-0.180260,8.015321,-11.464458,-7.462249,0.772001,0.243600,-0.587089,1.390623,11.161413,22.172523,1.390623,11.161413,22.172523
260.000000,0.015625,-1.029785,-0.267090,26.000000,-71.533203,23.555756,12.264252,26.000000,89.399963,26.549957,-64.500000,26.000000,0.011858,-0.981669,-0.190224,12.145119,-12.129044,-8.946356,0.775655,0.240632,-0.583486,1.256463,11.858543,22.735092,1.256463,11.858543,22.735092
270.000000,0.012695,-1.024414,-0.260742,27.000000,-69.152832,22.823334,11.653900,27.000000,88.499954,28.049957,-64.200012,27.000000,0.010364,-0.979795,-0.199734,15.294064,-12.516142,-9.161199,0.778892,0.238503,-0.580037,1.129246,12.529510,23.274290,1.129246,12.529510,23.274290
280.000000,0.009277,-1.001953,-0.251953,28.000000,-68.176270,21.968842,11.531830,28.000000,88.499954,25.649963,-63.600006,28.000000,0.009256,-0.977980,-0.208495,16.774675,-12.939797,-8.856095,0.781605,0.237253,-0.576893,1.004494,13.187741,23.790150,1.004494,13.187741,23.790150
290.000000,0.022461,-0.987793,-0.269043,29.000000,-67.565918,20.565033,10.982513,29.000000,87.899963,25.649963,-63.600006,29.000000,0.008507,-0.976251,-0.216476,17.715715,-13.803981,-8.952147,0.783887,0.236204,-0.574220,0.886760,13.836185,24.278465,0.886760,13.836185,24.278465
300.000000,0.012695,-0.980957,-0.273926,30.000000,-66.589355,20.503998,10.555267,30.000000,89.249954,25.499954,-62.700012,30.000000,0.008156,-0.974572,-0.223926,18.860096,-13.258104,-8.889438,0.785926,0.234971,-0.571935,0.775173,14.470840,24.753359,0.775173,14.470840,24.753359
310.000000,0.014648,-0.990234,-0.286621,31.000000,-67.016602,20.809174,10.189056,31.000000,89.249954,24.449966,-63.600006,31.000000,0.008095,-0.972906,-0.231058,18.493107,-12.358245,-8.740088,0.787904,0.233441,-0.569835,0.669351,15.105381,25.218773,0.669351,15.105381,25.218773
320.000000,0.021973,-0.971679,-0.282715,32.000000,-67.993164,21.297455,8.968353,32.000000,89.249954,25.649963,-61.800003,32.000000,0.008272,-0.971246,-0.237934,17.561995,-11.313048,-9.387767,0.789881,0.231640,-0.567830,0.577833,15.744909,25.676664,0.577833,15.744909,25.676664
330.000000,0.010742,-0.940429,-0.295410,33.000000,-68.237305,22.701263,8.296967,33.000000,89.099960,25.649963,-61.800003,33.000000,0.008673,-0.969576,-0.244639,17.344278,-9.438228,-9.419458,0.791858,0.230106,-0.565696,0.495216,16.381958,26.136049,0.495216,16.381958,26.136049
340.000000,0.040039,-0.964844,-0.310547,34.000000,-68.542480,24.654388,7.198334,34.000000,88.349960,22.799957,-60.300003,34.000000,0.009345,-0.967845,-0.251373,17.021151,-7.161702,-9.821542,0.793924,0.228695,-0.563368,0.425832,17.017223,26.602026,0.425832,17.017223,26.602026
350.000000,0.033203,-0.955566,-0.340820,35.000000,-67.016602,28.316498,6.710052,35.000000,88.349960,24.299957,-61.350006,35.000000,0.010511,-0.965972,-0.258434,18.412663,-3.416957,-9.568497,0.796065,0.226857,-0.561085,0.364026,17.633202,27.091002,0.364026,17.633202,27.091002
360.000000,0.040039,-0.945801,-0.339355,36.000000,-66.528320,30.757904,5.550385,36.000000,89.249954,24.299957,-61.350006,36.000000,0.012197,-0.963878,-0.266066,18.623775,-1.145348,-9.943020,0.798042,0.224891,-0.559064,0.316852,18.241144,27.590790,0.316852,18.241144,27.590790
370.000000,0.041504,-0.939453,-0.350586,37.000000,-65.307617,31.917572,5.245209,37.000000,88.499954,24.449966,-58.350006,37.000000,0.014302,-0.961553,-0.274247,19.447159,-0.288592,-9.430769,0.799927,0.223293,-0.557008,0.276155,18.834711,28.088678,0.276155,18.834711,28.088678
380.000000,0.035156,-0.939453,-0.346680,38.000000,-64.697266,32.588959,4.329681,38.000000,88.499954,23.099960,-60.150009,38.000000,0.016700,-0.959043,-0.282769,19.543221,0.029348,-9.510262,0.801936,0.221989,-0.554635,0.248153,19.420607,28.579588,0.248153,19.420607,28.579588
390.000000,0.031250,-0.926758,-0.361328,39.000000,-62.561035,33.504486,4.756927,39.000000,89.249954,23.099960,-60.150009,39.000000,0.019140,-0.956392,-0.291460,21.016834,0.553676,-8.262639,0.803898,0.220524,-0.552375,0.219501,19.984264,29.066061,0.219501,19.984264,29.066061
400.000000,0.021973,-0.931152,-0.352051,40.000000,-60.485840,34.358978,4.817963,40.000000,86.099960,22.649963,-58.650009,40.000000,0.021360,-0.953646,-0.300173,22.227354,0.972948,-7.440168,0.805600,0.218804,-0.550576,0.193557,20.526783,29.548021,0.193557,20.526783,29.548021
410.000000,0.024414,-0.918457,-0.365234,41.000000,-58.715820,34.603119,4.634857,41.000000,86.099960,23.249954,-58.500000,41.000000,0.023190,-0.950865,-0.308737,22.959045,0.769068,-6.893043,0.806911,0.217248,-0.549271,0.172206,21.051426,30.020260,0.172206,21.051426,30.020260
420.000000,0.018066,-0.909179,-0.361816,42.000000,-56.701660,35.335541,3.902435,42.000000,88.199966,23.249954,-58.500000,42.000000,0.024583,-0.948078,-0.317088,23.775299,1.046678,-6.891835,0.807924,0.216124,-0.548224,0.160225,21.555927,30.488270,0.160225,21.555927,30.488270
430.000000,0.030273,-0.895508,-0.400879,43.000000,-55.603027,36.800385,4.024506,43.000000,88.649963,21.599960,-56.550003,43.000000,0.025615,-0.945216,-0.325440,23.556570,1.997323,-6.047328,0.809168,0.215077,-0.546799,0.148626,22.049692,30.958811,0.148626,22.049692,30.958811
440.000000,0.032715,-0.876465,-0.411621,44.000000,-55.175781,38.387299,4.207611,44.000000,88.649963,20.999954,-57.450012,44.000000,0.026500,-0.942106,-0.334266,22.625212,2.976358,-5.193390,0.811023,0.213443,-0.544686,0.136644,22.540121,31.431776,0.136644,22.540121,31.431776
450.000000,0.027344,-0.865722,-0.428223,45.000000,-54.565430,39.546967,4.207611,45.000000,88.649963,20.999954,-57.450012,45.000000,0.027343,-0.938617,-0.343877,21.862694,3.452225,-4.567581,0.813250,0.211039,-0.542297,0.126049,23.026482,31.902113,0.126049,23.026482,31.902113
460.000000,0.051270,-0.851562,-0.448730,46.000000,-54.321289,39.485931,4.146576,46.000000,87.599960,22.049957,-57.450012,46.000000,0.028256,-0.934673,-0.354383,20.732098,2.706932,-4.036104,0.815378,0.208423,-0.540110,0.117523,23.513588,32.358013,0.117523,23.513588,32.358013
470.000000,0.041992,-0.853515,-0.444336,47.000000,-53.527832,40.035248,3.170013,47.000000,87.299957,20.999954,-55.650009,47.000000,0.029462,-0.930259,-0.365719,20.144733,2.598605,-4.410306,0.817234,0.206179,-0.538163,0.120386,23.997120,32.806210,0.120386,23.997120,32.806210
480.000000,0.035156,-0.868164,-0.437988,48.000000,-51.391602,39.974213,3.170013,48.000000,87.299957,20.249954,-55.350006,48.000000,0.030843,-0.925551,-0.377365,20.815609,1.905841,-3.801902,0.819042,0.204162,-0.536179,0.125084,24.464449,33.240913,0.125084,24.464449,33.240913
490.000000,0.038086,-0.862793,-0.437988,49.000000,-46.875000,40.096283,3.597260,49.000000,86.699966,20.249954,-55.350006,49.000000,0.032231,-0.920803,-0.388695,21.642698,1.439926,-2.822180,0.820972,0.202030,-0.534031,0.127424,24.912590,33.663887,0.127424,24.912590,33.663887
500.000000,0.053223,-0.867676,-0.444824,50.000000,-44.738770,39.730072,1.644135,50.000000,86.699966,19.649963,-54.450012,50.000000,0.033771,-0.916157,-0.399395,24.010784,0.541121,-4.192022,0.822967,0.199768,-0.531806,0.150984,25.323870,34.070389,0.150984,25.323870,34.070389
510.000000,0.046875,-0.875976,-0.446777,51.000000,-42.297363,40.035248,1.277924,51.000000,85.949966,19.649963,-54.450012,51.000000,0.035509,-0.911694,-0.409332,24.393692,0.358903,-3.911602,0.824876,0.197495,-0.529693,0.180050,25.715488,34.467442,0.180050,25.715488,34.467442
520.000000,0.072754,-0.873535,-0.458496,52.000000,-39.733887,40.340424,0.667572,52.000000,84.899963,19.649963,-52.950012,52.000000,0.037486,-0.907466,-0.418449,24.768633,0.190821,-3.873775,0.826570,0.195444,-0.527810,0.217216,26.085676,34.855633,0.217216,26.085676,34.855633
530.000000,0.074707,-0.885742,-0.459473,53.000000,-36.560059,41.255951,0.545502,53.000000,84.899963,19.649963,-53.700012,53.000000,0.039954,-0.903484,-0.426756,25.601927,0.620136,-3.357464,0.828011,0.193824,-0.526146,0.258168,26.427921,35.241642,0.258168,26.427921,35.241642
540.000000,0.073242,-0.870117,-0.455566,54.000000,-34.484863,41.744232,0.240326,54.000000,85.649963,19.649963,-53.700012,54.000000,0.042941,-0.899790,-0.434205,25.216738,0.601927,-3.047512,0.829161,0.192618,-0.524777,0.305295,26.752520,35.621925,0.305295,26.752520,35.621925
550.000000,0.082031,-0.875000,-0.466797,55.000000,-31.555176,42.415619,0.301361,55.000000,85.049957,18.599960,-53.400009,55.000000,0.046291,-0.896401,-0.440821,25.586369,0.758140,-2.402102,0.830080,0.191545,-0.523715,0.355360,27.050440,35.998859,0.355360,27.050440,35.998859
560.000000,0.074219,-0.841797,-0.459473,56.000000,-30.517578,43.148041,0.850677,56.000000,85.049957,17.999954,-51.450012,56.000000,0.049889,-0.893253,-0.446778,24.018021,0.956589,-1.335428,0.831050,0.190200,-0.522667,0.403850,27.339960,36.372959,0.403850,27.339960,36.372959
570.000000,0.101074,-0.830566,-0.460449,57.000000,-29.357910,44.429779,2.254486,57.000000,85.949966,17.999954,-51.450012,57.000000,0.053748,-0.890267,-0.452257,22.609030,1.659994,0.462958,0.832415,0.188432,-0.521132,0.442778,27.619480,36.748810,0.442778,27.619480,36.748810
580.000000,0.108398,-0.817383,-0.474609,58.000000,-28.015137,45.833588,2.559662,58.000000,84.599960,20.099960,-50.850006,58.000000,0.058142,-0.887324,-0.457468,21.409548,2.414087,1.055799,0.834124,0.186846,-0.518967,0.483816,27.887114,37.126892,0.483816,27.887114,37.126892
590.000000,0.107422,-0.797851,-0.489746,59.000000,-27.282715,47.115326,2.193451,59.000000,84.599960,17.099960,-51.300003,59.000000,0.063153,-0.884225,-0.462773,19.647324,2.978175,0.952033,0.835837,0.185797,-0.516581,0.534349,28.149261,37.506008,0.534349,28.149261,37.506008
600.000000,0.113281,-0.791992,-0.494629,60.000000,-26.489258,48.336029,2.803802,60.000000,85.049957,17.099960,-51.300003,60.000000,0.068598,-0.880804,-0.468485,18.019072,3.424666,1.787617,0.837456,0.184459,-0.514433,0.585250,28.406027,37.885658,0.585250,28.406027,37.885658
610.000000,0.122559,-0.786621,-0.500000,61.000000,-25.878906,49.251556,3.108978,61.000000,83.699966,17.249954,-49.950012,61.000000,0.074388,-0.877031,-0.474640,16.286020,3.528339,2.253488,0.839023,0.182522,-0.512567,0.640039,28.659956,38.262821,0.640039,28.659956,38.262821
620.000000,0.136719,-0.769531,-0.489258,62.000000,-24.047852,50.533295,2.132416,62.000000,84.299957,18.749954,-49.950012,62.000000,0.080604,-0.872965,-0.481077,15.806437,3.960162,1.445194,0.840509,0.180796,-0.510741,0.711848,28.899593,38.641308,0.711848,28.899593,38.641308
630.000000,0.136230,-0.755859,-0.475586,63.000000,-22.521973,50.716400,2.010345,63.000000,84.299957,17.999954,-49.350006,63.000000,0.087307,-0.868737,-0.487517,15.015985,3.289414,1.517523,0.841911,0.179845,-0.508765,0.792687,29.128321,39.010612,0.792687,29.128321,39.010612
640.000000,0.141113,-0.766113,-0.474609,64.000000,-20.019531,50.716400,1.583099,64.000000,83.699966,17.999954,-49.350006,64.000000,0.094382,-0.864532,-0.493637,15.170123,2.488119,1.286054,0.843250,0.179492,-0.506667,0.885926,29.336462,39.369366,0.885926,29.336462,39.369366
650.000000,0.155273,-0.774902,-0.458496,65.000000,-19.042969,49.739838,1.583099,65.000000,82.199966,17.699966,-49.350006,65.000000,0.101739,-0.860570,-0.499068,13.794263,0.811426,1.478085,0.844369,0.179445,-0.504817,0.987541,29.538567,39.708698,0.987541,29.538567,39.708698
660.000000,0.158203,-0.773926,-0.457031,66.000000,-17.456055,47.969818,1.461029,66.000000,82.199966,19.049957,-48.600006,66.000000,0.109398,-0.857053,-0.503480,13.067086,-1.484749,1.531438,0.845092,0.179869,-0.503455,1.098954,29.727510,40.022121,1.098954,29.727510,40.022121
670.000000,0.164062,-0.777344,-0.466308,67.000000,-15.075684,47.176361,0.240326,67.000000,82.799957,19.049957,-48.600006,67.000000,0.117274,-0.854015,-0.506858,13.111336,-2.645959,0.523577,0.845505,0.181092,-0.502322,1.231001,29.894484,40.320518,1.231001,29.894484,40.320518
680.000000,0.169434,-0.782226,-0.480957,68.000000,-13.366699,46.077728,0.606537,68.000000,81.299957,17.399963,-49.050003,68.000000,0.125225,-0.851327,-0.509472,12.460068,-3.990354,1.117383,0.845701,0.182695,-0.501410,1.367793,30.045551,40.601738,1.367793,30.045551,40.601738
690.000000,0.154297,-0.789062,-0.459961,69.000000,-10.864258,43.819427,0.362396,69.000000,81.299957,18.599960,-48.000000,69.000000,0.132970,-0.848966,-0.511445,12.576065,-6.314636,1.072651,0.845680,0.184082,-0.500938,1.514920,30.172432,40.855190,1.514920,30.172432,40.855190
700.000000,0.142578,-0.806152,-0.467285,70.000000,-8.789062,42.293549,-0.061035,70.000000,83.099960,18.599960,-48.000000,70.000000,0.139988,-0.847125,-0.512624,12.225999,-7.716844,0.856170,0.845657,0.185391,-0.500494,1.672887,30.278708,41.088627,1.672887,30.278708,41.088627
710.000000,0.141113,-0.795410,-0.471191,71.000000,-5.798340,39.913177,-0.244141,71.000000,81.149963,16.349960,-48.750000,71.000000,0.145860,-0.845872,-0.513055,12.735239,-9.788029,0.884741,0.845791,0.186291,-0.499933,1.837496,30.354727,41.293728,1.837496,30.354727,41.293728
720.000000,0.161133,-0.809570,-0.468750,72.000000,-3.417969,37.960052,0.240326,72.000000,81.149963,16.949966,-48.300003,72.000000,0.150684,-0.845096,-0.512940,12.569230,-11.237446,1.546102,0.845928,0.186124,-0.499763,2.000587,30.406250,41.475075,2.000587,30.406250,41.475075
730.000000,0.163086,-0.821289,-0.489258,73.000000,-0.610352,35.640717,0.972748,73.000000,81.749954,16.949966,-48.300003,73.000000,0.154833,-0.844673,-0.512401,12.778520,-12.871461,2.382568,0.846025,0.185117,-0.499974,2.158788,30.428947,41.629520,2.158788,30.428947,41.629520
740.000000,0.155273,-0.815918,-0.486328,74.000000,1.705170,33.809662,1.949310,74.000000,82.799957,17.849960,-46.950012,74.000000,0.158397,-0.844468,-0.511648,12.451016,-13.850845,3.372443,0.846328,0.183908,-0.499907,2.308981,30.427877,41.761974,2.308981,30.427877,41.761974
750.000000,0.169434,-0.804199,-0.494629,75.000000,3.170013,32.344818,3.047943,75.000000,82.799957,17.099960,-46.650009,75.000000,0.161393,-0.844329,-0.510942,11.290599,-14.344322,4.382176,0.847128,0.182847,-0.498940,2.449362,30.411854,41.875530,2.449362,30.411854,41.875530
760.000000,0.163086,-0.804199,-0.488281,76.000000,5.123138,30.818939,3.719330,76.000000,82.949966,17.099960,-46.650009,76.000000,0.163997,-0.844134,-0.510434,10.653243,-14.800021,4.880819,0.848442,0.181844,-0.497070,2.583813,30.376623,41.968983,2.583813,30.376623,41.968983
770.000000,0.169434,-0.802246,-0.485840,77.000000,6.160736,30.391693,3.780365,77.000000,80.399963,17.249954,-45.450012,77.000000,0.166301,-0.843887,-0.510096,9.154079,-14.110158,4.734794,0.849996,0.180938,-0.494741,2.718053,30.331741,42.053051,2.718053,30.331741,42.053051
780.000000,0.173828,-0.784180,-0.514160,78.000000,7.137299,29.903412,3.719330,78.000000,80.399963,17.249954,-46.050003,78.000000,0.168403,-0.843482,-0.510076,7.689408,-13.484015,4.466527,0.851440,0.180418,-0.492443,2.853058,30.278410,42.127632,2.853058,30.278410,42.127632
790.000000,0.193359,-0.784180,-0.517578,79.000000,7.625580,29.415131,3.597260,79.000000,79.949966,16.499954,-47.100006,79.000000,0.170512,-0.842640,-0.510768,6.086681,-12.860155,4.145809,0.852482,0.180128,-0.490742,2.989536,30.220163,42.193790,2.989536,30.220163,42.193790
800.000000,0.190918,-0.790039,-0.521973,80.000000,8.358002,29.415131,2.376556,80.000000,80.999954,17.099960,-46.950012,80.000000,0.172818,-0.841276,-0.512239,4.363694,-11.773681,2.785804,0.853025,0.179760,-0.489933,3.138623,30.160582,42.257477,3.138623,30.160582,42.257477
810.000000,0.190430,-0.787109,-0.522461,81.000000,8.663177,30.635834,2.681732,81.000000,80.999954,16.349960,-46.950012,81.000000,0.175347,-0.839505,-0.514280,2.595564,-9.567438,2.990475,0.853217,0.179258,-0.489784,3.285524,30.102303,42.331402,3.285524,30.102303,42.331402
820.000000,0.178711,-0.804687,-0.531738,82.000000,9.700775,30.635834,2.437592,82.000000,79.499954,16.349960,-46.950012,82.000000,0.177864,-0.837477,-0.516718,1.668553,-8.680282,2.640998,0.853156,0.178557,-0.490145,3.435732,30.038675,42.403881,3.435732,30.038675,42.403881
830.000000,0.194336,-0.799316,-0.522949,83.000000,10.799408,30.452728,3.047943,83.000000,80.099960,17.099960,-47.400009,83.000000,0.180180,-0.835353,-0.519346,0.872438,-8.010902,3.128614,0.852759,0.177852,-0.491092,3.580585,29.969460,42.473854,3.580585,29.969460,42.473854
840.000000,0.194824,-0.806152,-0.520996,84.000000,11.165619,30.269623,2.986908,84.000000,80.099960,16.949966,-45.450012,84.000000,0.182417,-0.833271,-0.521904,-0.559877,-7.368165,2.920738,0.852207,0.177506,-0.492174,3.726665,29.901852,42.541759,3.726665,29.901852,42.541759
850.000000,0.198242,-0.812988,-0.512207,85.000000,11.714935,29.293060,3.231049,85.000000,79.499954,16.949966,-45.450012,85.000000,0.184675,-0.831376,-0.524127,-1.693148,-7.511209,3.011414,0.851892,0.177576,-0.492694,3.870944,29.833582,42.599476,3.870944,29.833582,42.599476
860.000000,0.184570,-0.819824,-0.512695,86.000000,11.470795,27.584076,3.414154,86.000000,81.449966,16.649963,-46.350006,86.000000,0.186807,-0.829830,-0.525819,-3.482641,-8.314301,3.024618,0.851907,0.177811,-0.492582,4.013799,29.771702,42.639385,4.013799,29.771702,42.639385
870.000000,0.180664,-0.812012,-0.513672,87.000000,11.959076,25.508881,3.963470,87.000000,81.449966,18.299957,-45.000000,87.000000,0.188545,-0.828693,-0.526990,-4.406230,-9.367990,3.375567,0.852253,0.178237,-0.491830,4.151036,29.708138,42.657631,4.151036,29.708138,42.657631
880.000000,0.181641,-0.797363,-0.502930,88.000000,12.508392,23.616791,4.634857,88.000000,79.349960,18.299957,-45.000000,88.000000,0.189804,-0.827902,-0.527781,-5.176259,-10.121542,3.800686,0.852836,0.179406,-0.490393,4.280843,29.641737,42.656132,4.280843,29.641737,42.656132
890.000000,0.183105,-0.806640,-0.508301,89.000000,13.423920,22.579193,4.940033,89.000000,77.699966,17.249954,-46.800003,89.000000,0.190706,-0.827382,-0.528271,-5.510961,-9.955419,3.825002,0.853121,0.181267,-0.489211,4.406406,29.568501,42.644421,4.406406,29.568501,42.644421
900.000000,0.168457,-0.825195,-0.494141,90.000000,14.095306,21.663666,5.245209,90.000000,77.699966,17.099960,-45.600006,90.000000,0.191206,-0.827207,-0.528364,-6.029911,-9.649035,3.832796,0.852736,0.183095,-0.489201,4.527178,29.490351,42.625267,4.527178,29.490351,42.625267
910.000000,0.177734,-0.826172,-0.500000,91.000000,15.254974,21.053314,4.756927,91.000000,79.949966,17.099960,-45.600006,91.000000,0.191196,-0.827505,-0.527901,-6.014890,-9.040325,3.066469,0.852083,0.184473,-0.489821,4.650215,29.401754,42.602276,4.650215,29.401754,42.602276
920.000000,0.185547,-0.833008,-0.495117,92.000000,18.245697,19.588470,4.268646,92.000000,79.349960,18.149963,-45.900009,92.000000,0.190858,-0.828234,-0.526880,-4.226935,-9.266568,2.353710,0.851587,0.185523,-0.490286,4.774912,29.284161,42.566811,4.774912,29.284161,42.566811
