icmT,accX,accY,accZ,accT,gyrX,gyrY,gyrZ,gyrT,magX,magY,magZ,magT,accX_,accY_,accZ_,gyrX_,gyrY_,gyrZ_,magX_,magY_,magZ_,roll,pitch,yaw,roll_,pitch_,yaw_
90220.000000,-0.373047,-0.797363,-0.530273,9022.000000,-8.300781,-12.451172,1.338959,9022.000000,43.545959,24.394485,-13.791412,9022.000000,-0.350944,-0.777847,-0.521337,0.748998,-8.014267,1.267012,0.835345,0.489790,-0.249607,-24.371531,36.613388,29.388466,-24.371531,36.613388,29.388466
90230.000000,-0.347168,-0.769531,-0.538086,9023.000000,-9.094238,-11.596680,1.094818,9023.000000,42.795959,24.844498,-11.991409,9023.000000,-0.351543,-0.778247,-0.520337,-0.004603,-6.406639,0.900958,0.835869,0.488117,-0.251128,-24.381014,36.645580,29.283079,-24.381014,36.645580,29.283079
90240.000000,-0.350586,-0.740722,-0.535644,9024.000000,-10.314941,-10.375977,0.179291,9024.000000,42.795959,25.894485,-12.441406,9024.000000,-0.352069,-0.778229,-0.520007,-1.102792,-4.561193,-0.079587,0.836388,0.486986,-0.251594,-24.381989,36.688766,29.191746,-24.381989,36.688766,29.191746
90250.000000,-0.325684,-0.745605,-0.527344,9025.000000,-11.047363,-8.239746,-0.976562,9025.000000,43.395950,25.894485,-12.441406,9025.000000,-0.352407,-0.777757,-0.520484,-1.636379,-1.979677,-1.206344,0.836515,0.487122,-0.250908,-24.372292,36.739075,29.122818,-24.372292,36.739075,29.122818
90260.000000,-0.347168,-0.761719,-0.521484,9026.000000,-10.986328,-8.117676,-1.281738,9026.000000,42.195953,25.294495,-12.291412,9026.000000,-0.352463,-0.777071,-0.521469,-1.359438,-1.536803,-1.419031,0.836283,0.488177,-0.249628,-24.360247,36.789246,29.056105,-24.360247,36.789246,29.056105
90270.000000,-0.356934,-0.766601,-0.519043,9027.000000,-11.230469,-7.934570,-1.831055,9027.000000,42.195953,24.094498,-12.741409,9027.000000,-0.352432,-0.776379,-0.522521,-1.392821,-1.067394,-1.841803,0.835996,0.489301,-0.248385,-24.343405,36.842350,28.992270,-24.343405,36.842350,28.992270
90280.000000,-0.334961,-0.766113,-0.504883,9028.000000,-11.779785,-8.300781,-1.953125,9028.000000,41.445953,24.094498,-12.741409,9028.000000,-0.352446,-0.775817,-0.523344,-1.710017,-1.159307,-1.812990,0.835886,0.489766,-0.247840,-24.326033,36.900993,28.926201,-24.326033,36.900993,28.926201
90290.000000,-0.341797,-0.766113,-0.506836,9029.000000,-12.451172,-8.178711,-1.464844,9029.000000,43.695953,24.844498,-14.091415,9029.000000,-0.352340,-0.775536,-0.523832,-2.110546,-0.771963,-1.195949,0.835914,0.489429,-0.248410,-24.313820,36.965733,28.863428,-24.313820,36.965733,28.863428
90300.000000,-0.370117,-0.795410,-0.493164,9030.000000,-12.756348,-9.826660,-1.098633,9030.000000,43.695953,24.994492,-13.641418,9030.000000,-0.352255,-0.775602,-0.523792,-2.118750,-2.107735,-0.743617,0.836022,0.488383,-0.250099,-24.305300,37.032082,28.787273,-24.305300,37.032082,28.787273
90310.000000,-0.388672,-0.786621,-0.500488,9031.000000,-12.634277,-12.817383,-1.464844,9031.000000,43.395950,24.994492,-13.641418,9031.000000,-0.352671,-0.775971,-0.522965,-1.709570,-4.606391,-1.027528,0.836193,0.486946,-0.252320,-24.293665,37.094814,28.685125,-24.293665,37.094814,28.685125
90320.000000,-0.412109,-0.795898,-0.507812,9032.000000,-12.756348,-15.014648,-1.220703,9032.000000,42.795959,25.744492,-13.641418,9032.000000,-0.354009,-0.776408,-0.521410,-1.562251,-6.116218,-0.699589,0.836138,0.485861,-0.254584,-24.286047,37.155609,28.565577,-24.286047,37.155609,28.565577
90330.000000,-0.429199,-0.766113,-0.527832,9033.000000,-13.610840,-17.150879,-1.953125,9033.000000,42.795959,26.194489,-14.091415,9033.000000,-0.356557,-0.776505,-0.519526,-2.122148,-7.416179,-1.331013,0.835419,0.485888,-0.256882,-24.274460,37.221581,28.430441,-24.274460,37.221581,28.430441
90340.000000,-0.428223,-0.750488,-0.536621,9034.000000,-13.183594,-19.653320,-1.403809,9034.000000,43.695953,26.194489,-14.091415,9034.000000,-0.360391,-0.775825,-0.517894,-1.400383,-8.927884,-0.677683,0.834031,0.487021,-0.259235,-24.273537,37.280842,28.277269,-24.273537,37.280842,28.277269
90350.000000,-0.442871,-0.744140,-0.547851,9035.000000,-13.366699,-20.568848,-1.892090,9035.000000,43.995956,26.044495,-13.941406,9035.000000,-0.365356,-0.774132,-0.516947,-1.318521,-8.759370,-1.069849,0.832506,0.488502,-0.261341,-24.274828,37.340900,28.121958,-24.274828,37.340900,28.121958
90360.000000,-0.416016,-0.754394,-0.544922,9036.000000,-13.671875,-20.263672,-2.624512,9036.000000,42.795959,24.844498,-14.841415,9036.000000,-0.371022,-0.771557,-0.516761,-1.355403,-7.404428,-1.658159,0.831242,0.489559,-0.263380,-24.277246,37.404324,27.976147,-24.277246,37.404324,27.976147
90370.000000,-0.399414,-0.770996,-0.527832,9037.000000,-12.878418,-18.554688,-2.624512,9037.000000,42.795959,24.844498,-14.841415,9037.000000,-0.376607,-0.768637,-0.517073,-0.333137,-4.793906,-1.489589,0.830254,0.489761,-0.266107,-24.288050,37.461033,27.853510,-24.288050,37.461033,27.853510
90380.000000,-0.391601,-0.804199,-0.507812,9038.000000,-12.878418,-16.174316,-3.112793,9038.000000,42.645950,24.844498,-14.841415,9038.000000,-0.381409,-0.766118,-0.517292,-0.155506,-1.745016,-1.796786,0.829465,0.489212,-0.269553,-24.301107,37.518574,27.760431,-24.301107,37.518574,27.760431
90390.000000,-0.382324,-0.859863,-0.491211,9039.000000,-12.634277,-12.390137,-3.173828,9039.000000,43.395950,24.994492,-14.991409,9039.000000,-0.384982,-0.764759,-0.516655,0.241141,2.394042,-1.662394,0.828876,0.488190,-0.273193,-24.318398,37.572861,27.709955,-24.318398,37.572861,27.709955
90400.000000,-0.368652,-0.849609,-0.507812,9040.000000,-13.671875,-7.690430,-2.502441,9040.000000,43.395950,24.544495,-14.991409,9040.000000,-0.386992,-0.764970,-0.514838,-0.622885,7.047875,-0.832554,0.828617,0.486672,-0.276666,-24.344194,37.634212,27.709734,-24.344194,37.634212,27.709734
90410.000000,-0.374512,-0.814941,-0.515625,9041.000000,-13.854980,-4.333496,-1.342773,9041.000000,42.495956,24.544495,-14.991409,9041.000000,-0.387505,-0.766365,-0.512371,-0.593737,9.994967,0.396938,0.828672,0.484750,-0.279857,-24.380611,37.692619,27.745014,-24.380611,37.692619,27.745014
90420.000000,-0.395019,-0.799316,-0.525879,9042.000000,-13.854980,-3.540039,-1.220703,9042.000000,43.095963,26.194489,-15.591415,9042.000000,-0.387138,-0.768136,-0.509991,-0.389674,10.201640,0.527886,0.828536,0.483230,-0.282871,-24.415997,37.746178,27.790039,-24.415997,37.746178,27.790039
90430.000000,-0.406250,-0.777344,-0.537109,9043.000000,-14.831543,-5.310059,-0.549316,9043.000000,43.095963,24.994492,-15.741409,9043.000000,-0.386635,-0.769606,-0.508154,-1.135614,7.900115,1.171151,0.827878,0.482592,-0.285870,-24.455774,37.805321,27.820164,-24.455774,37.805321,27.820164
90440.000000,-0.424316,-0.745117,-0.535156,9044.000000,-15.930176,-9.094238,-0.183105,9044.000000,44.295959,24.994492,-15.741409,9044.000000,-0.386603,-0.770287,-0.507145,-1.930605,3.837792,1.463383,0.827189,0.482024,-0.288808,-24.497900,37.872536,27.815977,-24.497900,37.872536,27.815977
90450.000000,-0.411621,-0.766113,-0.517578,9045.000000,-16.357422,-13.000488,-0.305176,9045.000000,43.395950,25.144485,-14.541412,9045.000000,-0.387321,-0.770099,-0.506883,-2.008497,-0.010404,1.258177,0.826976,0.481063,-0.291012,-24.538954,37.942451,27.775864,-24.538954,37.942451,27.775864
90460.000000,-0.434570,-0.780273,-0.510254,9046.000000,-15.808105,-16.174316,-1.647949,9046.000000,43.395950,26.044495,-14.691406,9046.000000,-0.388702,-0.769423,-0.506851,-1.138052,-2.830777,-0.101992,0.827039,0.480499,-0.291767,-24.568071,38.006012,27.706308,-24.568071,38.006012,27.706308
90470.000000,-0.437988,-0.768555,-0.509766,9047.000000,-16.906738,-18.493652,-2.624512,9047.000000,45.195953,26.044495,-14.691406,9047.000000,-0.390747,-0.768525,-0.506643,-1.913651,-4.583295,-0.995831,0.827169,0.480720,-0.291032,-24.590000,38.079468,27.615210,-24.590000,38.079468,27.615210
90480.000000,-0.440430,-0.768555,-0.517090,9048.000000,-17.395020,-20.324707,-3.906250,9048.000000,43.545959,25.294495,-14.991409,9048.000000,-0.393464,-0.767379,-0.506277,-2.032245,-5.702426,-2.101823,0.827501,0.481147,-0.289378,-24.602837,38.156647,27.506903,-24.602837,38.156647,27.506903
90490.000000,-0.427246,-0.776367,-0.525391,9049.000000,-15.380859,-20.385742,-5.798340,9049.000000,44.445953,25.444489,-14.841415,9049.000000,-0.396596,-0.765991,-0.505934,-1.257336,-5.011755,-3.689665,0.827915,0.481476,-0.287641,-24.601419,38.228691,27.398857,-24.601419,38.228691,27.398857
90500.000000,-0.409668,-0.830078,-0.517578,9050.000000,-12.695312,-20.141602,-6.896973,9050.000000,44.295959,25.294495,-14.991409,9050.000000,-0.399540,-0.764710,-0.505556,3.134553,-4.068955,-4.369583,0.828317,0.481669,-0.286157,-24.593517,38.257912,27.293985,-24.593517,38.257912,27.293985
90510.000000,-0.409668,-0.825683,-0.542969,9051.000000,-12.512207,-19.775391,-6.469727,9051.000000,43.545959,25.144485,-14.841415,9051.000000,-0.401605,-0.763977,-0.505027,3.229535,-3.074175,-3.515611,0.828815,0.481558,-0.284900,-24.592842,38.284706,27.193457,-24.592842,38.284706,27.193457
90520.000000,-0.403809,-0.766113,-0.557617,9052.000000,-12.634277,-18.432617,-7.263184,9052.000000,43.545959,26.194489,-16.641418,9052.000000,-0.402687,-0.763546,-0.504817,3.012324,-1.218235,-3.888618,0.829005,0.481466,-0.284501,-24.585939,38.312241,27.107729,-24.585939,38.312241,27.107729
90530.000000,-0.397461,-0.749023,-0.547363,9053.000000,-13.671875,-17.883301,-7.812500,9053.000000,44.895950,26.194489,-16.641418,9053.000000,-0.403127,-0.762830,-0.505548,1.926456,-0.274467,-3.981685,0.828452,0.481690,-0.285731,-24.574755,38.350651,27.030844,-24.574755,38.350651,27.030844
90540.000000,-0.416992,-0.755371,-0.559570,9054.000000,-14.282227,-17.272949,-9.277344,9054.000000,43.095963,24.994492,-15.741409,9054.000000,-0.403265,-0.761619,-0.507261,1.334314,0.648478,-4.927535,0.827513,0.481870,-0.288137,-24.550352,38.396900,26.964525,-24.550352,38.396900,26.964525
90550.000000,-0.423828,-0.775390,-0.558105,9055.000000,-13.732910,-14.770508,-9.399414,9055.000000,43.095963,26.044495,-15.441406,9055.000000,-0.403359,-0.759982,-0.509636,1.896748,3.300366,-4.489923,0.826525,0.482061,-0.290643,-24.526371,38.440453,26.927208,-24.526371,38.440453,26.927208
90560.000000,-0.426758,-0.784180,-0.552246,9056.000000,-12.145996,-12.390137,-9.826660,9056.000000,43.395950,26.044495,-15.441406,9056.000000,-0.403510,-0.758148,-0.512242,3.396702,5.597542,-4.364467,0.825403,0.482810,-0.292584,-24.500008,38.471573,26.916817,-24.500008,38.471573,26.916817
90570.000000,-0.445312,-0.772949,-0.560547,9057.000000,-12.207031,-8.789062,-9.338379,9057.000000,43.095963,25.744492,-16.791412,9057.000000,-0.403842,-0.756246,-0.514784,3.179953,8.845906,-3.357444,0.824108,0.483973,-0.294305,-24.480543,38.506641,26.944874,-24.480543,38.506641,26.944874
90580.000000,-0.427246,-0.764160,-0.560058,9058.000000,-11.779785,-5.065918,-8.483887,9058.000000,43.095963,25.744492,-17.241409,9058.000000,-0.404476,-0.754199,-0.517284,3.436678,11.901420,-2.073058,0.822568,0.485009,-0.296896,-24.471882,38.540852,27.012712,-24.471882,38.540852,27.012712
90590.000000,-0.418457,-0.717773,-0.550781,9059.000000,-12.939453,-1.464844,-7.324219,9059.000000,43.545959,25.744492,-17.241409,9059.000000,-0.405328,-0.751925,-0.519921,2.140638,14.535402,-0.598129,0.820841,0.485644,-0.300615,-24.477209,38.590084,27.119440,-24.477209,38.590084,27.119440
90600.000000,-0.398437,-0.708984,-0.528808,9060.000000,-13.549805,0.000000,-6.347656,9060.000000,43.395950,26.194489,-17.691406,9060.000000,-0.406288,-0.749427,-0.522771,1.472148,14.847111,0.578507,0.819065,0.485931,-0.304965,-24.494728,38.649033,27.243895,-24.494728,38.649033,27.243895
90610.000000,-0.405762,-0.679687,-0.529297,9061.000000,-13.183594,-1.831055,-5.249023,9061.000000,43.395950,27.244492,-16.791412,9061.000000,-0.407339,-0.746764,-0.525756,1.789058,11.923543,1.769680,0.817119,0.486507,-0.309237,-24.525618,38.708199,27.353588,-24.525618,38.708199,27.353588
90620.000000,-0.408691,-0.683105,-0.551758,9062.000000,-13.671875,-4.943848,-4.028320,9062.000000,43.545959,27.244492,-16.791412,9062.000000,-0.408559,-0.743823,-0.528967,1.254903,7.977455,2.969654,0.814968,0.488028,-0.312499,-24.571201,38.776386,27.435904,-24.571201,38.776386,27.435904
90630.000000,-0.425781,-0.683594,-0.553711,9063.000000,-13.977051,-7.873535,-2.990723,9063.000000,42.345963,26.644485,-16.641418,9063.000000,-0.410042,-0.740450,-0.532540,0.936571,4.511883,3.881230,0.812781,0.490351,-0.314552,-24.629999,38.852314,27.492474,-24.629999,38.852314,27.492474
90640.000000,-0.424805,-0.714355,-0.531250,9064.000000,-13.427734,-10.803223,-1.586914,9064.000000,42.345963,26.044495,-16.041412,9064.000000,-0.411824,-0.736851,-0.536146,1.459124,1.323919,5.050931,0.810815,0.492873,-0.315682,-24.705862,38.927666,27.522945,-24.705862,38.927666,27.522945
90650.000000,-0.428223,-0.751465,-0.511230,9065.000000,-11.596680,-12.817383,0.362396,9065.000000,43.245956,26.044495,-16.041412,9065.000000,-0.413780,-0.733674,-0.538989,3.157772,-0.722253,6.623888,0.809505,0.494940,-0.315812,-24.803741,38.988811,27.535294,-24.803741,38.988811,27.535294
90660.000000,-0.412598,-0.775879,-0.519531,9066.000000,-8.789062,-15.014648,1.949310,9066.000000,43.245956,26.644485,-17.691406,9066.000000,-0.415540,-0.731579,-0.540480,5.634185,-2.766869,7.691429,0.808853,0.496220,-0.315472,-24.918705,39.024296,27.526852,-24.918705,39.024296,27.526852
90670.000000,-0.420410,-0.779297,-0.531738,9067.000000,-4.821777,-16.357422,2.986908,9067.000000,43.395950,27.694489,-16.341415,9067.000000,-0.416742,-0.730741,-0.540688,8.988027,-3.809829,8.113693,0.808288,0.497258,-0.315286,-25.043526,39.021030,27.506212,-25.043526,39.021030,27.506212
90680.000000,-0.438476,-0.797851,-0.545898,9068.000000,-2.502441,-18.310547,3.475189,9068.000000,43.395950,27.244492,-16.041412,9068.000000,-0.417390,-0.730900,-0.539973,10.446411,-5.333544,7.943951,0.807652,0.498727,-0.314595,-25.171293,38.994259,27.467258,-25.171293,38.994259,27.467258
90690.000000,-0.429199,-0.763672,-0.581055,9069.000000,-0.610352,-19.836426,4.390717,9069.000000,43.245956,27.244492,-16.041412,9069.000000,-0.417663,-0.731527,-0.538911,11.332644,-6.298873,8.167301,0.807183,0.500507,-0.312966,-25.305378,38.947933,27.413595,-25.305378,38.947933,27.413595
90700.000000,-0.413574,-0.742676,-0.606933,9070.000000,2.132416,-19.958496,3.414154,9070.000000,40.995956,27.394485,-16.341415,9070.000000,-0.417512,-0.731936,-0.538473,12.914412,-5.815520,6.530934,0.806567,0.502643,-0.311127,-25.426758,38.874905,27.359100,-25.426758,38.874905,27.359100
90710.000000,-0.399414,-0.726562,-0.606445,9071.000000,4.146576,-19.592285,3.536224,9071.000000,40.995956,27.394485,-17.391418,9071.000000,-0.416762,-0.731697,-0.539378,13.615948,-4.884226,6.059908,0.805086,0.505534,-0.310278,-25.546179,38.784695,27.310156,-25.546179,38.784695,27.310156
90720.000000,-0.390625,-0.711426,-0.596680,9072.000000,4.634857,-18.310547,2.071381,9072.000000,43.095963,27.394485,-17.391418,9072.000000,-0.415375,-0.730803,-0.541656,12.746815,-3.137917,4.088079,0.802887,0.508607,-0.310952,-25.647816,38.694481,27.277460,-25.647816,38.694481,27.277460
90730.000000,-0.392578,-0.747070,-0.589844,9073.000000,4.878998,-17.456055,-0.366211,9073.000000,44.295959,26.044495,-16.491409,9073.000000,-0.413425,-0.729543,-0.544837,11.669881,-1.936907,1.337981,0.801317,0.510331,-0.312175,-25.722067,38.607838,27.256077,-25.722067,38.607838,27.256077
90740.000000,-0.402832,-0.805664,-0.581543,9074.000000,5.184174,-14.099121,-2.685547,9074.000000,44.295959,25.444489,-16.941406,9074.000000,-0.410926,-0.728534,-0.548068,10.698797,1.562999,-1.070232,0.801528,0.509516,-0.312965,-25.769806,38.523952,27.267862,-25.769806,38.523952,27.267862
90750.000000,-0.404785,-0.851562,-0.586914,9075.000000,5.794525,-7.202148,-3.784180,9075.000000,43.695953,25.444489,-16.941406,9075.000000,-0.407823,-0.728460,-0.550478,10.061765,8.145623,-2.101989,0.803331,0.506333,-0.313506,-25.802164,38.438236,27.344763,-25.802164,38.438236,27.344763
90760.000000,-0.428223,-0.854004,-0.620605,9076.000000,5.916595,0.000000,-3.906250,9076.000000,42.345963,25.744492,-15.441406,9076.000000,-0.404203,-0.729449,-0.551838,8.973812,14.429699,-2.103955,0.805797,0.502252,-0.313742,-25.827675,38.353649,27.487474,-25.827675,38.353649,27.487474
90770.000000,-0.460449,-0.832519,-0.646484,9077.000000,6.099701,6.771088,-3.540039,9077.000000,42.345963,26.494492,-16.491409,9077.000000,-0.400612,-0.730819,-0.552643,8.002834,19.712622,-1.630741,0.808030,0.498910,-0.313332,-25.851032,38.268730,27.690277,-25.851032,38.268730,27.690277
90780.000000,-0.479004,-0.791015,-0.667480,9078.000000,6.038666,12.081146,-3.479004,9078.000000,43.095963,26.494492,-16.491409,9078.000000,-0.397858,-0.731577,-0.553628,6.850641,23.074341,-1.483513,0.809532,0.496870,-0.312694,-25.870695,38.186516,27.938358,-25.870695,38.186516,27.938358
90790.000000,-0.493164,-0.787109,-0.650879,9079.000000,6.954193,13.729095,-2.929688,9079.000000,42.645950,27.244492,-17.241409,9079.000000,-0.396542,-0.731132,-0.555158,6.179205,22.560074,-0.876135,0.810187,0.495995,-0.312388,-25.894051,38.104218,28.196163,-25.894051,38.104218,28.196163
90800.000000,-0.461914,-0.735351,-0.639648,9080.000000,4.634857,16.536713,-0.915527,9080.000000,42.795959,24.994492,-17.841415,9080.000000,-0.396730,-0.729485,-0.557187,3.498111,23.113556,1.084098,0.810158,0.495604,-0.313082,-25.937988,38.044170,28.476542,-25.937988,38.044170,28.476542
90810.000000,-0.433105,-0.725586,-0.625976,9081.000000,2.071381,20.320892,-0.183105,9081.000000,43.095963,25.144485,-16.941406,9081.000000,-0.397855,-0.726921,-0.559730,0.272779,24.466763,1.647529,0.810157,0.494441,-0.314918,-25.991285,38.014915,28.789581,-25.991285,38.014915,28.789581
90820.000000,-0.405762,-0.707031,-0.599609,9082.000000,-0.671387,25.142670,0.911713,9082.000000,43.245956,28.744492,-16.041412,9082.000000,-0.399191,-0.723877,-0.562715,-2.850851,26.604967,2.503477,0.810239,0.493334,-0.316439,-26.057898,38.018402,29.144703,-26.057898,38.018402,29.144703
90830.000000,-0.381348,-0.737305,-0.545898,9083.000000,-3.601074,29.354095,0.728607,9083.000000,43.245956,25.444489,-17.391418,9083.000000,-0.400222,-0.721071,-0.565579,-5.876922,27.877010,2.054799,0.809966,0.493503,-0.316876,-26.124519,38.055508,29.534958,-26.124519,38.055508,29.534958
90840.000000,-0.385742,-0.782715,-0.513672,9084.000000,-4.272461,32.405853,1.094818,9084.000000,43.695953,25.444489,-17.391418,9084.000000,-0.400648,-0.719465,-0.567319,-6.463333,27.826284,2.161951,0.809845,0.493419,-0.317315,-26.195000,38.101402,29.948179,-26.195000,38.101402,29.948179
90850.000000,-0.409180,-0.812012,-0.499023,9085.000000,-4.333496,33.138275,1.888275,9085.000000,42.495956,24.994492,-15.741409,9085.000000,-0.400556,-0.719731,-0.567047,-6.391635,25.456179,2.660501,0.810387,0.492171,-0.317868,-26.271555,38.146507,30.360502,-26.271555,38.146507,30.360502
90860.000000,-0.437012,-0.801269,-0.516601,9086.000000,-4.638672,31.612396,3.231049,9086.000000,42.495956,24.844498,-16.941406,9086.000000,-0.400426,-0.721721,-0.564604,-6.535411,21.031235,3.632054,0.811419,0.490390,-0.317988,-26.358236,38.189758,30.748959,-26.358236,38.189758,30.748959
90870.000000,-0.431641,-0.775390,-0.512695,9087.000000,-5.004883,27.706146,4.512787,9087.000000,43.095963,24.844498,-16.941406,9087.000000,-0.400727,-0.724704,-0.560554,-6.700650,14.626117,4.448895,0.812645,0.488232,-0.318178,-26.454107,38.229446,31.090527,-26.454107,38.229446,31.090527
90880.000000,-0.437012,-0.763672,-0.499023,9088.000000,-5.004883,22.151947,5.672455,9088.000000,44.295959,26.044495,-15.741409,9088.000000,-0.401647,-0.728056,-0.555531,-6.476222,7.133986,5.062707,0.814049,0.485939,-0.318099,-26.558300,38.260803,31.369566,-26.558300,38.260803,31.369566
90890.000000,-0.431641,-0.744140,-0.500976,9089.000000,-3.784180,15.438080,6.771088,9089.000000,44.295959,26.944489,-15.291412,9089.000000,-0.403207,-0.731432,-0.549938,-5.078749,-0.857364,5.546817,0.815620,0.484419,-0.316389,-26.670813,38.271439,31.574512,-26.670813,38.271439,31.574512
90900.000000,-0.399902,-0.732422,-0.490723,9090.000000,-3.479004,9.883881,7.625580,9090.000000,41.295959,26.944489,-15.291412,9090.000000,-0.405155,-0.734646,-0.544192,-4.656645,-7.056743,5.735274,0.816689,0.484782,-0.313058,-26.789660,38.270691,31.717619,-26.789660,38.270691,31.717619
90910.000000,-0.370605,-0.724121,-0.487793,9091.000000,-2.807617,4.451752,7.015228,9091.000000,44.445953,26.044495,-16.491409,9091.000000,-0.406886,-0.737749,-0.538675,-3.902537,-12.585593,4.484850,0.816908,0.486702,-0.309488,-26.900171,38.255501,31.802055,-26.900171,38.255501,31.802055
90920.000000,-0.349121,-0.711914,-0.486328,9092.000000,-4.150391,1.766205,5.489349,9092.000000,44.445953,24.544495,-14.691406,9092.000000,-0.407820,-0.740851,-0.533688,-5.124431,-14.969576,2.448053,0.817415,0.487974,-0.306127,-26.992598,38.246422,31.855692,-26.992598,38.246422,31.855692
90930.000000,-0.316406,-0.725097,-0.465820,9093.000000,-5.126953,0.606537,3.536224,9093.000000,42.795959,24.544495,-14.691406,9093.000000,-0.407530,-0.744130,-0.529330,-5.872774,-15.634727,0.166503,0.819070,0.487509,-0.302423,-27.061556,38.240253,31.892426,-27.061556,38.240253,31.892426
90940.000000,-0.347656,-0.772461,-0.461914,9094.000000,-4.150391,-0.305176,0.179291,9094.000000,43.095963,25.144485,-15.291412,9094.000000,-0.405856,-0.747946,-0.525221,-4.667049,-15.947063,-3.264493,0.821196,0.486221,-0.298706,-27.091791,38.217667,31.914248,-27.091791,38.217667,31.914248
90950.000000,-0.360840,-0.787109,-0.464844,9095.000000,-3.295898,-0.427246,-2.441406,9095.000000,43.095963,25.744492,-15.741409,9095.000000,-0.403161,-0.752467,-0.520821,-3.662970,-15.417256,-5.687193,0.822901,0.485093,-0.295835,-27.089664,38.179394,31.930136,-27.089664,38.179394,31.930136
90960.000000,-0.412598,-0.804687,-0.477539,9096.000000,-1.586914,0.911713,-3.479004,9096.000000,43.095963,25.744492,-15.741409,9096.000000,-0.400198,-0.757406,-0.515924,-1.913061,-13.476701,-6.368112,0.823828,0.484555,-0.294133,-27.070799,38.116589,31.956120,-27.070799,38.116589,31.956120
90970.000000,-0.406738,-0.804199,-0.483887,9097.000000,0.000000,2.254486,-2.868652,9097.000000,43.995956,26.494492,-13.941406,9097.000000,-0.397675,-0.762290,-0.510656,-0.421474,-11.646564,-5.390738,0.824211,0.484774,-0.292694,-27.052277,38.030617,31.992737,-27.052277,38.030617,31.992737
90980.000000,-0.408203,-0.772949,-0.507324,9098.000000,0.484467,3.902435,-1.647949,9098.000000,42.195953,25.444489,-14.841415,9098.000000,-0.395811,-0.766657,-0.505540,-0.109653,-9.636110,-3.892266,0.824393,0.485739,-0.290575,-27.041210,37.933281,32.042450,-27.041210,37.933281,32.042450
90990.000000,-0.416992,-0.735840,-0.515137,9099.000000,-0.061035,5.916595,-0.244141,9099.000000,42.195953,26.944489,-14.091415,9099.000000,-0.394708,-0.769949,-0.501382,-0.809140,-7.409885,-2.331344,0.824141,0.487601,-0.288161,-27.040825,37.836647,32.108902,-27.040825,37.836647,32.108902
91000.000000,-0.388672,-0.701172,-0.509766,9100.000000,-1.647949,6.710052,0.484467,9100.000000,42.195953,26.944489,-14.091415,9100.000000,-0.394459,-0.771783,-0.498752,-2.442252,-6.512597,-1.540189,0.823154,0.490770,-0.285592,-27.046188,37.753502,32.180622,-27.046188,37.753502,32.180622
91010.000000,-0.366699,-0.702637,-0.505371,9101.000000,-2.441406,7.320404,-0.061035,9101.000000,43.245956,25.894485,-13.491409,9101.000000,-0.394679,-0.772300,-0.497777,-3.168305,-5.842139,-2.029220,0.821940,0.494565,-0.282526,-27.046047,37.678425,32.255611,-27.046047,37.678425,32.255611
91020.000000,-0.364258,-0.718750,-0.482422,9102.000000,-4.089355,6.343842,-0.427246,9102.000000,43.245956,25.444489,-15.591415,9102.000000,-0.394850,-0.772036,-0.498050,-4.638013,-6.724562,-2.297505,0.821249,0.497339,-0.279649,-27.042679,37.621464,32.317848,-27.042679,37.621464,32.317848
91030.000000,-0.383789,-0.770019,-0.467773,9103.000000,-3.540039,4.207611,-1.464844,9103.000000,43.545959,25.444489,-15.591415,9103.000000,-0.394822,-0.771669,-0.498641,-3.863454,-8.615820,-3.176508,0.821115,0.498266,-0.278390,-27.029398,37.561127,32.356705,-27.029398,37.561127,32.356705
91040.000000,-0.426269,-0.815918,-0.465820,9104.000000,-2.746582,-0.793457,-2.563477,9104.000000,44.145950,24.844498,-14.091415,9104.000000,-0.394862,-0.771741,-0.498498,-2.906621,-13.054059,-4.027154,0.821617,0.497411,-0.278439,-27.005619,37.494022,32.344738,-27.005619,37.494022,32.344738
91050.000000,-0.458008,-0.836914,-0.471680,9105.000000,-0.183105,-7.141113,-3.112793,9105.000000,44.145950,25.294495,-14.391418,9105.000000,-0.395493,-0.772386,-0.496997,-0.327059,-18.353682,-4.264812,0.823024,0.495173,-0.278272,-26.977287,37.401127,32.268372,-26.977287,37.401127,32.268372
91060.000000,-0.492187,-0.837890,-0.504883,9106.000000,1.461029,-14.465332,-2.502441,9106.000000,43.695953,25.294495,-14.391418,9106.000000,-0.397211,-0.773252,-0.494271,1.155024,-24.067478,-3.356875,0.824938,0.492340,-0.277631,-26.956999,37.290527,32.118279,-26.956999,37.290527,32.118279
91070.000000,-0.505859,-0.830566,-0.533203,9107.000000,3.963470,-20.446777,-2.319336,9107.000000,42.495956,25.744492,-14.391418,9107.000000,-0.400251,-0.773708,-0.491096,3.327736,-27.920099,-2.922129,0.826593,0.489924,-0.276980,-26.942194,37.153965,31.909233,-26.942194,37.153965,31.909233
91080.000000,-0.494141,-0.809570,-0.557617,9108.000000,4.634857,-22.521973,-1.281738,9108.000000,42.495956,25.144485,-14.841415,9108.000000,-0.404394,-0.773250,-0.488416,3.551659,-27.603151,-1.695946,0.827520,0.488476,-0.276769,-26.942963,37.011028,31.681860,-26.942963,37.011028,31.681860
