emgT,emg,rms,mnf,mdf
323.000000,-0.014553,0.013620,17.777197,3.906250
324.000000,-0.012493,0.013588,17.819895,3.906250
325.000000,-0.011425,0.013562,17.852242,3.906250
326.000000,-0.013790,0.013500,17.891085,3.906250
327.000000,-0.013714,0.013457,17.925653,3.906250
328.000000,-0.013790,0.013428,17.983894,3.906250
329.000000,-0.015316,0.013409,18.042480,3.906250
330.000000,-0.015927,0.013386,18.112377,3.906250
331.000000,-0.012112,0.013335,18.179695,3.906250
332.000000,-0.014706,0.013332,18.236954,3.906250
333.000000,-0.010433,0.013316,18.306768,3.906250
334.000000,-0.012493,0.013294,18.385624,3.906250
335.000000,-0.013561,0.013253,18.464750,3.906250
336.000000,-0.013409,0.013240,18.559135,3.906250
337.000000,-0.012112,0.013219,18.667353,3.906250
338.000000,-0.014248,0.013197,18.776342,3.906250
339.000000,-0.013790,0.013181,18.880167,3.906250
340.000000,-0.013027,0.013156,18.989220,3.906250
341.000000,-0.012036,0.013124,19.085594,3.906250
342.000000,-0.011883,0.013095,19.190170,3.906250
343.000000,-0.013867,0.013078,19.296263,3.906250
344.000000,-0.011959,0.013064,19.404232,3.906250
345.000000,-0.011120,0.013063,19.514452,3.906250
346.000000,-0.010128,0.013012,19.620035,3.906250
347.000000,-0.011501,0.012952,19.716993,3.906250
348.000000,-0.011807,0.012944,19.809504,7.812500
349.000000,-0.012264,0.012919,19.900803,7.812500
350.000000,-0.013027,0.012906,19.986269,7.812500
351.000000,-0.011654,0.012893,20.079765,7.812500
352.000000,-0.010662,0.012855,20.168205,7.812500
353.000000,-0.008679,0.012810,20.251532,7.812500
354.000000,-0.010662,0.012772,20.331854,7.812500
355.000000,-0.012875,0.012730,20.405426,7.812500
356.000000,-0.011425,0.012720,20.472406,7.812500
357.000000,-0.010052,0.012691,20.540359,7.812500
358.000000,-0.010891,0.012663,20.594868,7.812500
359.000000,-0.010281,0.012638,20.646566,7.812500
360.000000,-0.011807,0.012638,20.697649,7.812500
361.000000,-0.009442,0.012594,20.744801,7.812500
362.000000,-0.011654,0.012585,20.789272,7.812500
363.000000,-0.011120,0.012537,20.824978,7.812500
364.000000,-0.011654,0.012514,20.850454,7.812500
365.000000,-0.007153,0.012497,20.876530,7.812500
366.000000,-0.014706,0.012504,20.899261,7.812500
367.000000,-0.011349,0.012494,20.918823,7.812500
368.000000,-0.011730,0.012490,20.934256,7.812500
369.000000,-0.011044,0.012469,20.947447,7.812500
370.000000,-0.008068,0.012438,20.958361,7.812500
371.000000,-0.010281,0.012422,20.968258,7.812500
372.000000,-0.011578,0.012416,20.974861,7.812500
373.000000,-0.009442,0.012411,20.981039,7.812500
374.000000,-0.012570,0.012410,20.982264,7.812500
375.000000,-0.013409,0.012398,20.981895,7.812500
376.000000,-0.012112,0.012394,20.979557,7.812500
377.000000,-0.009594,0.012385,20.975401,7.812500
378.000000,-0.009442,0.012371,20.970478,7.812500
379.000000,-0.010357,0.012348,20.964270,7.812500
380.000000,-0.009747,0.012316,20.953501,7.812500
381.000000,-0.012417,0.012306,20.942677,7.812500
382.000000,-0.012341,0.012308,20.930262,7.812500
383.000000,-0.009365,0.012275,20.913816,7.812500
384.000000,-0.010891,0.012261,20.899004,7.812500
385.000000,-0.008602,0.012247,20.878572,7.812500
386.000000,-0.011044,0.012240,20.858849,7.812500
387.000000,-0.011044,0.012218,20.838747,7.812500
388.000000,-0.011196,0.012208,20.815590,7.812500
389.000000,-0.011654,0.012199,20.789446,7.812500
390.000000,-0.010052,0.012155,20.765671,7.812500
391.000000,-0.008755,0.012128,20.738848,7.812500
392.000000,-0.010281,0.012113,20.746862,7.812500
393.000000,-0.010891,0.012119,20.748844,7.812500
394.000000,-0.009289,0.012104,20.746777,7.812500
395.000000,-0.010281,0.012073,20.739149,7.812500
396.000000,-0.010128,0.012074,20.734005,7.812500
397.000000,-0.009976,0.012084,20.718630,7.812500
398.000000,-0.009670,0.012058,20.703569,7.812500
399.000000,-0.007992,0.012034,20.683384,7.812500
400.000000,-0.013409,0.012010,20.662970,7.812500
401.000000,-0.012417,0.012001,20.640469,7.812500
402.000000,-0.011120,0.011968,20.617847,7.812500
403.000000,-0.011959,0.011965,20.588623,7.812500
404.000000,-0.010052,0.011940,20.558334,7.812500
405.000000,-0.009213,0.011932,20.529507,7.812500
406.000000,-0.010586,0.011900,20.496149,7.812500
407.000000,-0.014324,0.011908,20.459612,7.812500
408.000000,-0.012036,0.011904,20.421246,7.812500
409.000000,-0.011120,0.011859,20.374949,7.812500
410.000000,-0.010433,0.011816,20.330191,7.812500
411.000000,-0.010052,0.011772,20.289274,7.812500
412.000000,-0.012341,0.011762,20.242926,7.812500
413.000000,-0.010204,0.011751,20.208567,7.812500
414.000000,-0.012036,0.011762,20.167408,7.812500
415.000000,-0.012951,0.011757,20.119944,7.812500
416.000000,-0.010433,0.011753,20.069925,7.812500
417.000000,-0.010433,0.011694,20.017307,7.812500
418.000000,-0.010357,0.011634,19.964331,7.812500
419.000000,-0.011273,0.011601,19.919052,7.812500
420.000000,-0.010815,0.011571,19.874578,7.812500
421.000000,-0.011120,0.011540,19.826082,7.812500
422.000000,-0.009899,0.011526,19.782005,7.812500
423.000000,-0.010815,0.011485,19.726778,7.812500
424.000000,-0.011349,0.011473,19.684261,7.812500
425.000000,-0.008068,0.011444,19.643925,7.812500
426.000000,-0.010739,0.011411,19.603735,7.812500
427.000000,-0.011044,0.011382,19.555975,7.812500
428.000000,-0.010204,0.011345,19.515310,7.812500
429.000000,-0.011959,0.011304,19.466354,7.812500
430.000000,-0.010357,0.011239,19.436893,7.812500
431.000000,-0.010128,0.011220,19.413519,7.812500
432.000000,-0.008984,0.011159,19.376923,7.812500
433.000000,-0.007992,0.011139,19.351896,7.812500
434.000000,-0.011959,0.011133,19.326962,7.812500
435.000000,-0.013638,0.011134,19.307632,7.812500
436.000000,-0.009365,0.011093,19.280615,7.812500
437.000000,-0.009976,0.011071,19.261217,3.906250
438.000000,-0.009365,0.011019,19.243708,3.906250
439.000000,-0.009899,0.010977,19.244884,3.906250
440.000000,-0.007916,0.010928,19.252296,3.906250
441.000000,-0.011959,0.010927,19.248539,3.906250
442.000000,-0.013409,0.010945,19.242586,3.906250
443.000000,-0.013561,0.010941,19.242708,3.906250
444.000000,-0.012264,0.010945,19.248629,3.906250
445.000000,-0.005856,0.010904,19.274433,3.906250
446.000000,-0.007763,0.010884,19.290443,3.906250
447.000000,-0.010662,0.010876,19.309702,3.906250
448.000000,-0.009747,0.010855,19.333681,3.906250
449.000000,-0.011273,0.010845,19.350674,3.906250
450.000000,-0.014096,0.010858,19.384174,3.906250
451.000000,-0.009823,0.010840,19.426556,3.906250
452.000000,-0.010739,0.010841,19.476038,3.906250
453.000000,-0.008373,0.010838,19.513527,3.906250
454.000000,-0.009976,0.010832,19.556047,3.906250
455.000000,-0.013180,0.010835,19.591896,3.906250
456.000000,-0.009365,0.010815,19.652576,3.906250
457.000000,-0.009365,0.010809,19.711552,3.906250
458.000000,-0.011730,0.010818,19.781168,3.906250
459.000000,-0.011425,0.010830,19.847185,3.906250
460.000000,-0.010891,0.010820,19.899933,3.906250
461.000000,-0.009899,0.010824,19.965811,3.906250
462.000000,-0.008450,0.010794,20.040041,3.906250
463.000000,-0.011425,0.010797,20.112513,3.906250
464.000000,-0.011730,0.010798,20.201794,3.906250
465.000000,-0.008221,0.010806,20.305599,3.906250
466.000000,-0.009442,0.010747,20.408173,3.906250
467.000000,-0.012036,0.010754,20.504282,3.906250
468.000000,-0.011196,0.010749,20.605089,3.906250
469.000000,-0.010662,0.010745,20.691114,3.906250
470.000000,-0.012951,0.010792,20.786165,3.906250
471.000000,-0.007000,0.010766,20.881487,3.906250
472.000000,-0.009899,0.010749,20.978235,3.906250
473.000000,-0.008221,0.010739,21.077513,3.906250
474.000000,-0.009060,0.010704,21.171057,3.906250
475.000000,-0.011196,0.010679,21.254387,3.906250
476.000000,-0.009670,0.010654,21.332829,7.812500
477.000000,-0.009289,0.010651,21.409615,7.812500
478.000000,-0.011196,0.010668,21.479824,7.812500
479.000000,-0.009289,0.010658,21.560072,7.812500
480.000000,-0.010815,0.010668,21.634199,7.812500
481.000000,-0.010967,0.010652,21.703150,7.812500
482.000000,-0.009594,0.010624,21.769165,7.812500
483.000000,-0.010357,0.010633,21.827600,7.812500
484.000000,-0.009747,0.010622,21.879511,7.812500
485.000000,-0.006466,0.010607,21.932966,7.812500
486.000000,-0.010281,0.010599,21.971975,7.812500
487.000000,-0.011654,0.010606,22.008743,7.812500
488.000000,-0.011807,0.010613,22.045122,7.812500
489.000000,-0.012112,0.010618,22.077690,7.812500
490.000000,-0.011349,0.010631,22.108442,7.812500
491.000000,-0.008526,0.010629,22.130249,7.812500
492.000000,-0.009747,0.010624,22.141697,7.812500
493.000000,-0.007687,0.010596,22.154657,7.812500
494.000000,-0.009670,0.010599,22.164457,7.812500
495.000000,-0.014401,0.010647,22.171368,7.812500
496.000000,-0.012036,0.010667,22.174423,7.812500
497.000000,-0.009823,0.010665,22.175545,7.812500
498.000000,-0.009976,0.010668,22.175098,7.812500
499.000000,-0.008602,0.010673,22.174622,7.812500
500.000000,-0.010014,0.010636,22.171045,7.812500
501.000000,-0.011616,0.010627,22.167788,7.812500
502.000000,-0.011387,0.010629,22.159958,7.812500
503.000000,-0.011997,0.010630,22.150715,7.812500
504.000000,-0.010929,0.010639,22.140207,7.812500
505.000000,-0.007115,0.010622,22.128582,7.812500
506.000000,-0.010472,0.010621,22.116755,7.812500
507.000000,-0.010243,0.010574,22.104357,7.812500
508.000000,-0.008946,0.010543,22.087568,7.812500
509.000000,-0.012837,0.010563,22.071062,7.812500
510.000000,-0.011082,0.010569,22.053848,7.812500
511.000000,-0.009861,0.010568,22.033115,7.812500
512.000000,-0.009098,0.010535,22.014456,7.812500
513.000000,-0.006352,0.010504,21.991001,7.812500
514.000000,-0.008793,0.010472,21.968609,7.812500
515.000000,-0.012608,0.010468,21.946358,7.812500
516.000000,-0.009251,0.010457,21.921743,7.812500
517.000000,-0.008183,0.010437,21.894217,7.812500
518.000000,-0.010472,0.010438,21.870005,7.812500
519.000000,-0.007572,0.010404,21.843489,7.812500
520.000000,-0.009174,0.010389,21.853874,7.812500
521.000000,-0.010319,0.010380,21.858843,7.812500
522.000000,-0.011006,0.010392,21.860023,7.812500
523.000000,-0.008946,0.010374,21.855572,7.812500
524.000000,-0.009098,0.010352,21.854549,7.812500
525.000000,-0.006580,0.010341,21.843693,7.812500
526.000000,-0.010166,0.010335,21.833439,7.812500
527.000000,-0.011311,0.010338,21.818962,7.812500
528.000000,-0.009022,0.010327,21.804571,7.812500
529.000000,-0.010700,0.010313,21.788132,7.812500
530.000000,-0.009022,0.010301,21.772528,7.812500
531.000000,-0.007801,0.010280,21.750628,7.812500
532.000000,-0.010548,0.010295,21.728188,7.812500
533.000000,-0.008869,0.010302,21.708265,7.812500
534.000000,-0.011006,0.010292,21.683723,7.812500
